Acc_Species_Name,Class,Order ,Family,Genus,Species,Authority,Invasion.Status,Source
Portulaca pilosa L.,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,pilosa,L.,Nt,ILORA_Sp.Categorization.Metadata
Portulaca quadrifida L.,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,quadrifida,L.,N,ILORA_Sp.Categorization.Metadata
Potamogeton berchtoldii Fieber,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,berchtoldii,Fieber,CG,ILORA_Sp.Categorization.Metadata
Potamogeton crispus L.,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,crispus,L.,N,ILORA_Sp.Categorization.Metadata
Potamogeton pusillus L.,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,pusillus,L.,CA,ILORA_Sp.Categorization.Metadata
Potamogeton trichoides Cham. & Schltdl.,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,trichoides,Cham. & Schltdl.,CA,ILORA_Sp.Categorization.Metadata
Primula malacoides Franch.,Magnoliopsida,Ericales,Primulaceae,Primula,malacoides,Franch.,CG,ILORA_Sp.Categorization.Metadata
Primula obconica Hance,Magnoliopsida,Ericales,Primulaceae,Primula,obconica,Hance,CA,ILORA_Sp.Categorization.Metadata
Pritchardia pacifica Seem. & H.Wendl.,Liliopsida,Arecales,Arecaceae,Pritchardia,pacifica,Seem. & H.Wendl.,CA,ILORA_Sp.Categorization.Metadata
Proiphys amboinensis (L.) Herb.,Liliopsida,Asparagales,Amaryllidaceae,Proiphys,amboinensis,(L.) Herb.,CA,ILORA_Sp.Categorization.Metadata
Prosopis chilensis (Molina) Stuntz,Magnoliopsida,Fabales,Fabaceae,Prosopis,chilensis,(Molina) Stuntz,Nt,ILORA_Sp.Categorization.Metadata
Prosopis glandulosa Torr.,Magnoliopsida,Fabales,Fabaceae,Prosopis,glandulosa,Torr.,CA,ILORA_Sp.Categorization.Metadata
Prosopis juliflora (Sw.) DC.,Magnoliopsida,Fabales,Fabaceae,Prosopis,juliflora,(Sw.) DC.,In,ILORA_Sp.Categorization.Metadata
Prosopis pallida (Willd.) Kunth,Magnoliopsida,Fabales,Fabaceae,Prosopis,pallida,(Willd.) Kunth,CA,ILORA_Sp.Categorization.Metadata
Prosopis velutina Wooton,Magnoliopsida,Fabales,Fabaceae,Prosopis,velutina,Wooton,CA,ILORA_Sp.Categorization.Metadata
Prunus armeniaca L.,Magnoliopsida,Rosales,Rosaceae,Prunus,armeniaca,L.,N,ILORA_Sp.Categorization.Metadata
Prunus avium (L.) L.,Magnoliopsida,Rosales,Rosaceae,Prunus,avium,(L.) L.,CA,ILORA_Sp.Categorization.Metadata
Prunus campanulata Maxim.,Magnoliopsida,Rosales,Rosaceae,Prunus,campanulata,Maxim.,CA,ILORA_Sp.Categorization.Metadata
Prunus laurocerasus L.,Magnoliopsida,Rosales,Rosaceae,Prunus,laurocerasus,L.,CA,ILORA_Sp.Categorization.Metadata
Prunus mahaleb L.,Magnoliopsida,Rosales,Rosaceae,Prunus,mahaleb,L.,CA,ILORA_Sp.Categorization.Metadata
Pseudelephantopus spicatus (Juss.) R.Br.,Magnoliopsida,Asterales,Asteraceae,Pseudelephantopus,spicatus,(Juss.) R.Br.,Nt,ILORA_Sp.Categorization.Metadata
Pseuderanthemum carruthersii (Seem.) Guillaumin,Magnoliopsida,Lamiales,Acanthaceae,Pseuderanthemum,carruthersii,(Seem.) Guillaumin,CA,ILORA_Sp.Categorization.Metadata
Pseuderanthemum cinnabarinum (Wall.) Radlk. ex Lindau,Magnoliopsida,Lamiales,Acanthaceae,Pseuderanthemum,cinnabarinum,(Wall.) Radlk. ex Lindau,CA,ILORA_Sp.Categorization.Metadata
Pseudofumaria lutea (L.) Borkh.,Magnoliopsida,Ranunculales,Papaveraceae,Pseudofumaria,lutea,(L.) Borkh.,CA,ILORA_Sp.Categorization.Metadata
Psidium guajava L.,Magnoliopsida,Myrtales,Myrtaceae,Psidium,guajava,L.,Nt,ILORA_Sp.Categorization.Metadata
Psophocarpus scandens (Endl.) Verdc.,Magnoliopsida,Fabales,Fabaceae,Psophocarpus,scandens,(Endl.) Verdc.,CA,ILORA_Sp.Categorization.Metadata
Psoralea pinnata L.,Magnoliopsida,Fabales,Fabaceae,Psoralea,pinnata,L.,CA,ILORA_Sp.Categorization.Metadata
Pterocymbium tinctorium Merr.,Magnoliopsida,Malvales,Malvaceae,Pterocymbium,tinctorium,Merr.,N,ILORA_Sp.Categorization.Metadata
Ptychosperma elegans (R.Br.) Blume,Liliopsida,Arecales,Arecaceae,Ptychosperma,elegans,(R.Br.) Blume,CA,ILORA_Sp.Categorization.Metadata
Pueraria montana (Lour.) Merr.,Magnoliopsida,Fabales,Fabaceae,Pueraria,montana,(Lour.) Merr.,In,ILORA_Sp.Categorization.Metadata
Punica granatum L.,Magnoliopsida,Myrtales,Lythraceae,Punica,granatum,L.,CA,ILORA_Sp.Categorization.Metadata
Pupalia lappacea (L.) Juss.,Magnoliopsida,Caryophyllales,Amaranthaceae,Pupalia,lappacea,(L.) Juss.,N,ILORA_Sp.Categorization.Metadata
Pycnostachys speciosa Gürke,Magnoliopsida,Lamiales,Lamiaceae,Pycnostachys,speciosa,Gürke,CA,ILORA_Sp.Categorization.Metadata
Pycreus pumilus (L.) Nees,Liliopsida,Poales,Cyperaceae,Pycreus,pumilus,(L.) Nees,N,ILORA_Sp.Categorization.Metadata
"Pyrolirion arvense (F.Dietr.) Erhardt, Götz & Seybold",Liliopsida,Asparagales,Amaryllidaceae,Pyrolirion,arvense,"(F.Dietr.) Erhardt, Götz & Seybold",CA,ILORA_Sp.Categorization.Metadata
Quercus baloot Griff.,Magnoliopsida,Fabales,Fagaceae,Quercus,baloot,Griff.,N,ILORA_Sp.Categorization.Metadata
Quercus coccifera L.,Magnoliopsida,Fabales,Fagaceae,Quercus,coccifera,L.,CA,ILORA_Sp.Categorization.Metadata
Quercus ilex L.,Magnoliopsida,Fabales,Fagaceae,Quercus,ilex,L.,CA,ILORA_Sp.Categorization.Metadata
Quercus robur L.,Magnoliopsida,Fabales,Fagaceae,Quercus,robur,L.,CA,ILORA_Sp.Categorization.Metadata
Quillaja saponaria Poir.,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,Poir.,CA,ILORA_Sp.Categorization.Metadata
Ranunculus aquatilis L.,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,aquatilis,L.,CA,ILORA_Sp.Categorization.Metadata
Raphanus raphanistrum L.,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,raphanistrum,L.,Nt,ILORA_Sp.Categorization.Metadata
Raphionacme hirsuta (E.Mey.) R.A.Dyer,Magnoliopsida,Gentianales,Apocynaceae,Raphionacme,hirsuta,(E.Mey.) R.A.Dyer,CA,ILORA_Sp.Categorization.Metadata
Rauvolfia tetraphylla L.,Magnoliopsida,Gentianales,Apocynaceae,Rauvolfia,tetraphylla,L.,Nt,ILORA_Sp.Categorization.Metadata
Reseda luteola L.,Magnoliopsida,Brassicales,Resedaceae,Reseda,luteola,L.,CA,ILORA_Sp.Categorization.Metadata
Reynoutria sachalinensis (F.Schmidt) Nakai,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,sachalinensis,(F.Schmidt) Nakai,CA,ILORA_Sp.Categorization.Metadata
Rhamnus cathartica L.,Magnoliopsida,Rosales,Rhamnaceae,Rhamnus,cathartica,L.,CA,ILORA_Sp.Categorization.Metadata
Rhamnus persica P.Lawson,Magnoliopsida,Rosales,Rhamnaceae,Rhamnus,persica,P.Lawson,Nt,ILORA_Sp.Categorization.Metadata
Rheum rhaponticum L.,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,rhaponticum,L.,CA,ILORA_Sp.Categorization.Metadata
Rhodanthe chlorocephala (Turcz.) Paul G.Wilson,Magnoliopsida,Asterales,Asteraceae,Rhodanthe,chlorocephala,(Turcz.) Paul G.Wilson,CA,ILORA_Sp.Categorization.Metadata
Rhodanthe manglesii Lindl.,Magnoliopsida,Asterales,Asteraceae,Rhodanthe,manglesii,Lindl.,CA,ILORA_Sp.Categorization.Metadata
Rhynchosia minima (L.) DC.,Magnoliopsida,Fabales,Fabaceae,Rhynchosia,minima,(L.) DC.,N,ILORA_Sp.Categorization.Metadata
Richardia brasiliensis Gomes,Magnoliopsida,Gentianales,Rubiaceae,Richardia,brasiliensis,Gomes,Nt,ILORA_Sp.Categorization.Metadata
Richardia scabra L.,Magnoliopsida,Gentianales,Rubiaceae,Richardia,scabra,L.,Nt,ILORA_Sp.Categorization.Metadata
Ricinus communis L.,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,communis,L.,In,ILORA_Sp.Categorization.Metadata
Rivina humilis L.,Magnoliopsida,Caryophyllales,Petiveriaceae,Rivina,humilis,L.,Nt,ILORA_Sp.Categorization.Metadata
Robinia pseudoacacia L.,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,L.,In,ILORA_Sp.Categorization.Metadata
Romneya coulteri Harv.,Magnoliopsida,Ranunculales,Papaveraceae,Romneya,coulteri,Harv.,Nt,ILORA_Sp.Categorization.Metadata
Rorippa dubia (Pers.) H.Hara,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,dubia,(Pers.) H.Hara,N,ILORA_Sp.Categorization.Metadata
Rorippa islandica (Oeder) Borbás,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,islandica,(Oeder) Borbás,CA,ILORA_Sp.Categorization.Metadata
Rosa canina L.,Magnoliopsida,Rosales,Rosaceae,Rosa,canina,L.,CA,ILORA_Sp.Categorization.Metadata
Rosa cathayensis (Rehder & E.H.Wilson) L.H.Bailey,Magnoliopsida,Rosales,Rosaceae,Rosa,cathayensis,(Rehder & E.H.Wilson) L.H.Bailey,CA,ILORA_Sp.Categorization.Metadata
Rosa chinensis Jacq.,Magnoliopsida,Rosales,Rosaceae,Rosa,chinensis,Jacq.,CA,ILORA_Sp.Categorization.Metadata
Rosa cymosa Tratt.,Magnoliopsida,Rosales,Rosaceae,Rosa,cymosa,Tratt.,CA,ILORA_Sp.Categorization.Metadata
Rosa laevigata Michx.,Magnoliopsida,Rosales,Rosaceae,Rosa,laevigata,Michx.,CA,ILORA_Sp.Categorization.Metadata
Rosa moschata Mill.,Magnoliopsida,Rosales,Rosaceae,Rosa,moschata,Mill.,Nt,ILORA_Sp.Categorization.Metadata
Rosa multiflora Sims,Magnoliopsida,Rosales,Rosaceae,Rosa,multiflora,Sims,CA,ILORA_Sp.Categorization.Metadata
Rosa sempervirens L.,Magnoliopsida,Rosales,Rosaceae,Rosa,sempervirens,L.,CA,ILORA_Sp.Categorization.Metadata
Rosa setigera Michx.,Magnoliopsida,Rosales,Rosaceae,Rosa,setigera,Michx.,CA,ILORA_Sp.Categorization.Metadata
Rotala densiflora (Roth) Koehne,Magnoliopsida,Myrtales,Lythraceae,Rotala,densiflora,(Roth) Koehne,N,ILORA_Sp.Categorization.Metadata
Rotala indica (Willd.) Koehne,Magnoliopsida,Myrtales,Lythraceae,Rotala,indica,(Willd.) Koehne,N,ILORA_Sp.Categorization.Metadata
Rubus buergeri Miq.,Magnoliopsida,Rosales,Rosaceae,Rubus,buergeri,Miq.,CA,ILORA_Sp.Categorization.Metadata
Rubus moluccanus L.,Magnoliopsida,Rosales,Rosaceae,Rubus,moluccanus,L.,N,ILORA_Sp.Categorization.Metadata
Rubus ulmifolius Schott,Magnoliopsida,Rosales,Rosaceae,Rubus,ulmifolius,Schott,Nt,ILORA_Sp.Categorization.Metadata
Rudbeckia maxima Nutt.,Magnoliopsida,Asterales,Asteraceae,Rudbeckia,maxima,Nutt.,CA,ILORA_Sp.Categorization.Metadata
Ruellia elegans Poir.,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,elegans,Poir.,CA,ILORA_Sp.Categorization.Metadata
Ruellia simplex C.Wright,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,simplex,C.Wright,CA,ILORA_Sp.Categorization.Metadata
Ruellia tuberosa L.,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,tuberosa,L.,In,ILORA_Sp.Categorization.Metadata
Ruellia tweediana Griseb.,Magnoliopsida,Lamiales,Acanthaceae,Ruellia,tweediana,Griseb.,CG,ILORA_Sp.Categorization.Metadata
Rumex acetosella L.,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,acetosella,L.,N,ILORA_Sp.Categorization.Metadata
Rumex aquaticus L.,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,aquaticus,L.,CA,ILORA_Sp.Categorization.Metadata
Rumex conglomeratus Murray,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,conglomeratus,Murray,CA,ILORA_Sp.Categorization.Metadata
Rumex crispus L.,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,crispus,L.,N,ILORA_Sp.Categorization.Metadata
Rumex obtusifolius L.,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,obtusifolius,L.,CA,ILORA_Sp.Categorization.Metadata
Rumex paulsenianus Rech.f.,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,paulsenianus,Rech.f.,N,ILORA_Sp.Categorization.Metadata
Russelia floribunda Kunth,Magnoliopsida,Lamiales,Plantaginaceae,Russelia,floribunda,Kunth,CA,ILORA_Sp.Categorization.Metadata
Sabal minor (Jacq.) Pers.,Liliopsida,Arecales,Arecaceae,Sabal,minor,(Jacq.) Pers.,CA,ILORA_Sp.Categorization.Metadata
Saccharum spontaneum L.,Liliopsida,Poales,Poaceae,Saccharum,spontaneum,L.,N,ILORA_Sp.Categorization.Metadata
Sagina procumbens L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,procumbens,L.,N,ILORA_Sp.Categorization.Metadata
Sagina saginoides (L.) H.Karst.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,saginoides,(L.) H.Karst.,N,ILORA_Sp.Categorization.Metadata
Sagittaria latifolia Willd.,Liliopsida,Alismatales,Alismataceae,Sagittaria,latifolia,Willd.,Nt,ILORA_Sp.Categorization.Metadata
Sagittaria sagittifolia L.,Liliopsida,Alismatales,Alismataceae,Sagittaria,sagittifolia,L.,CA,ILORA_Sp.Categorization.Metadata
Salix alba L.,Magnoliopsida,Malpighiales,Salicaceae,Salix,alba,L.,Nt,ILORA_Sp.Categorization.Metadata
Salix babylonica L.,Magnoliopsida,Malpighiales,Salicaceae,Salix,babylonica,L.,Nt,ILORA_Sp.Categorization.Metadata
Salix cinerea L.,Magnoliopsida,Malpighiales,Salicaceae,Salix,cinerea,L.,In,ILORA_Sp.Categorization.Metadata
Salvia elegans Vahl,Magnoliopsida,Lamiales,Lamiaceae,Salvia,elegans,Vahl,CA,ILORA_Sp.Categorization.Metadata
Salvia glechomifolia Kunth,Magnoliopsida,Lamiales,Lamiaceae,Salvia,glechomifolia,Kunth,CA,ILORA_Sp.Categorization.Metadata
Salvia involucrata Cav.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,involucrata,Cav.,CA,ILORA_Sp.Categorization.Metadata
Salvia melissodora Lag.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,melissodora,Lag.,CA,ILORA_Sp.Categorization.Metadata
Salvia patens Cav.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,patens,Cav.,CA,ILORA_Sp.Categorization.Metadata
Salvia plebeia R.Br.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,plebeia,R.Br.,N,ILORA_Sp.Categorization.Metadata
Salvia sclarea L.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,sclarea,L.,N,ILORA_Sp.Categorization.Metadata
Salvia uliginosa Benth.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,uliginosa,Benth.,CA,ILORA_Sp.Categorization.Metadata
Salvia verbenaca L.,Magnoliopsida,Lamiales,Lamiaceae,Salvia,verbenaca,L.,CA,ILORA_Sp.Categorization.Metadata
Salvinia adnata Desv.,Filicopsida,Salviniales,Salviniaceae,Salvinia,adnata,Desv.,In,ILORA_Sp.Categorization.Metadata
Salvinia natans (L.) All.,Filicopsida,Salviniales,Salviniaceae,Salvinia,natans,(L.) All.,N,ILORA_Sp.Categorization.Metadata
Sambucus nigra L.,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,nigra,L.,CA,ILORA_Sp.Categorization.Metadata
Sanchezia parvibracteata Sprague & Hutch.,Magnoliopsida,Lamiales,Acanthaceae,Sanchezia,parvibracteata,Sprague & Hutch.,CA,ILORA_Sp.Categorization.Metadata
Sandoricum koetjape (Burm.f.) Merr.,Magnoliopsida,Sapindales,Meliaceae,Sandoricum,koetjape,(Burm.f.) Merr.,CA,ILORA_Sp.Categorization.Metadata
Sansevieria hyacinthoides (L.) Druce,Liliopsida,Asparagales,Asparagaceae,Sansevieria,hyacinthoides,(L.) Druce,Nt,ILORA_Sp.Categorization.Metadata
Sansevieria zeylanica (L.) Willd.,Liliopsida,Asparagales,Asparagaceae,Sansevieria,zeylanica,(L.) Willd.,N,ILORA_Sp.Categorization.Metadata
Santolina chamaecyparissus L.,Magnoliopsida,Asterales,Asteraceae,Santolina,chamaecyparissus,L.,CA,ILORA_Sp.Categorization.Metadata
Sapindus saponaria L.,Magnoliopsida,Sapindales,Sapindaceae,Sapindus,saponaria,L.,CA,ILORA_Sp.Categorization.Metadata
Saponaria officinalis L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Saponaria,officinalis,L.,CA,ILORA_Sp.Categorization.Metadata
Satureja hortensis L.,Magnoliopsida,Lamiales,Lamiaceae,Satureja,hortensis,L.,CA,ILORA_Sp.Categorization.Metadata
Saxifraga stolonifera Curtis,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,stolonifera,Curtis,CA,ILORA_Sp.Categorization.Metadata
Scadoxus puniceus (L.) Friis & Nordal,Liliopsida,Asparagales,Amaryllidaceae,Scadoxus,puniceus,(L.) Friis & Nordal,CA,ILORA_Sp.Categorization.Metadata
Scaevola taccada (Gaertn.) Roxb.,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,taccada,(Gaertn.) Roxb.,N,ILORA_Sp.Categorization.Metadata
Scandix stellata Banks & Sol.,Magnoliopsida,Apiales ,Apiaceae,Scandix,stellata,Banks & Sol.,CA,ILORA_Sp.Categorization.Metadata
Schaueria calicotricha (Link & Otto) Nees,Magnoliopsida,Lamiales,Acanthaceae,Schaueria,calicotricha,(Link & Otto) Nees,CG,ILORA_Sp.Categorization.Metadata
Schefflera arboricola (Hayata) Merr.,Magnoliopsida,Apiales,Araliaceae,Schefflera,arboricola,(Hayata) Merr.,CA,ILORA_Sp.Categorization.Metadata
Schefflera elegantissima (Veitch ex Mast.) Lowry & Frodin,Magnoliopsida,Apiales,Araliaceae,Schefflera,elegantissima,(Veitch ex Mast.) Lowry & Frodin,CA,ILORA_Sp.Categorization.Metadata
Schizanthus pinnatus Ruiz & Pav.,Magnoliopsida, Solanales,Solanaceae,Schizanthus,pinnatus,Ruiz & Pav.,CA,ILORA_Sp.Categorization.Metadata
Schotia brachypetala Sond.,Magnoliopsida,Fabales,Fabaceae,Schotia,brachypetala,Sond.,CA,ILORA_Sp.Categorization.Metadata
Schouwia purpurea (Forssk.) Schweinf.,Magnoliopsida,Brassicales,Brassicaceae,Schouwia,purpurea,(Forssk.) Schweinf.,CA,ILORA_Sp.Categorization.Metadata
Scleranthus annuus L.,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,annuus,L.,CA,ILORA_Sp.Categorization.Metadata
Sclerocarpus africanus Jacq. ex Murray,Magnoliopsida,Asterales,Asteraceae,Sclerocarpus,africanus,Jacq. ex Murray,N,ILORA_Sp.Categorization.Metadata
Scoparia dulcis L.,Magnoliopsida,Lamiales,Plantaginaceae,Scoparia,dulcis,L.,In,ILORA_Sp.Categorization.Metadata
Scorzonera hispanica L.,Magnoliopsida,Asterales,Asteraceae,Scorzonera,hispanica,L.,CA,ILORA_Sp.Categorization.Metadata
Scrophularia peregrina L.,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,peregrina,L.,CA,ILORA_Sp.Categorization.Metadata
Searsia lancea (L.f.) F.A.Barkley,Magnoliopsida,Sapindales,Anacardiaceae,Searsia,lancea,(L.f.) F.A.Barkley,Nt,ILORA_Sp.Categorization.Metadata
Searsia tomentosa (L.) F.A.Barkley,Magnoliopsida,Sapindales,Anacardiaceae,Searsia,tomentosa,(L.) F.A.Barkley,CA,ILORA_Sp.Categorization.Metadata
Sedum acre L.,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,acre,L.,CA,ILORA_Sp.Categorization.Metadata
Sedum mexicanum Britton,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,mexicanum,Britton,CA,ILORA_Sp.Categorization.Metadata
Sedum sarmentosum Bunge,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,sarmentosum,Bunge,CA,ILORA_Sp.Categorization.Metadata
Seemannia sylvatica (Kunth) Baill.,Magnoliopsida,Lamiales,Gesneriaceae,Seemannia,sylvatica,(Kunth) Baill.,CA,ILORA_Sp.Categorization.Metadata
Selenicereus testudo (Karw. ex Zucc.) Buxb.,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,testudo,(Karw. ex Zucc.) Buxb.,CA,ILORA_Sp.Categorization.Metadata
Senecio articulatus (L.f.) Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Senecio,articulatus,(L.f.) Sch.Bip.,CA,ILORA_Sp.Categorization.Metadata
Senecio sempervivus Sch.Bip.,Magnoliopsida,Asterales,Asteraceae,Senecio,sempervivus,Sch.Bip.,CA,ILORA_Sp.Categorization.Metadata
Senecio vestitus Sweet ex Steud.,Magnoliopsida,Asterales,Asteraceae,Senecio,vestitus,Sweet ex Steud.,Nt,ILORA_Sp.Categorization.Metadata
Senecio vulgaris L.,Magnoliopsida,Asterales,Asteraceae,Senecio,vulgaris,L.,CA,ILORA_Sp.Categorization.Metadata
Senegalia mellifera (Benth.) Seigler & Ebinger,Magnoliopsida,Fabales,Fabaceae,Senegalia,mellifera,(Benth.) Seigler & Ebinger,CA,ILORA_Sp.Categorization.Metadata
Senna alata (L.) Roxb.,Magnoliopsida,Fabales,Fabaceae,Senna,alata,(L.) Roxb.,In,ILORA_Sp.Categorization.Metadata
Senna bicapsularis (L.) Roxb.,Magnoliopsida,Fabales,Fabaceae,Senna,bicapsularis,(L.) Roxb.,Nt,ILORA_Sp.Categorization.Metadata
Senna didymobotrya (Fresen.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,didymobotrya,(Fresen.) H.S.Irwin & Barneby,CA,ILORA_Sp.Categorization.Metadata
Senna fruticosa (Mill.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,fruticosa,(Mill.) H.S.Irwin & Barneby,CA,ILORA_Sp.Categorization.Metadata
Senna hirsuta (L.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,hirsuta,(L.) H.S.Irwin & Barneby,In,ILORA_Sp.Categorization.Metadata
Senna insularis (Britton & Rose) H.S.Irwin & Ba,Magnoliopsida,Fabales,Fabaceae,Senna,insularis,(Britton & Rose) H.S.Irwin & Ba,CA,ILORA_Sp.Categorization.Metadata
Senna multiglandulosa (Jacq.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,multiglandulosa,(Jacq.) H.S.Irwin & Barneby,Nt,ILORA_Sp.Categorization.Metadata
Senna obtusifolia (L.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,obtusifolia,(L.) H.S.Irwin & Barneby,In,ILORA_Sp.Categorization.Metadata
Senna occidentalis (L.) Link,Magnoliopsida,Fabales,Fabaceae,Senna,occidentalis,(L.) Link,In,ILORA_Sp.Categorization.Metadata
Senna planitiicola (Domin) Randell,Magnoliopsida,Fabales,Fabaceae,Senna,planitiicola,(Domin) Randell,Nt,ILORA_Sp.Categorization.Metadata
Senna polyphylla (Jacq.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,polyphylla,(Jacq.) H.S.Irwin & Barneby,CA,ILORA_Sp.Categorization.Metadata
Senna septemtrionalis (Viv.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,septemtrionalis,(Viv.) H.S.Irwin & Barneby,Nt,ILORA_Sp.Categorization.Metadata
Senna sophera (L.) Roxb.,Magnoliopsida,Fabales,Fabaceae,Senna,sophera,(L.) Roxb.,CA,ILORA_Sp.Categorization.Metadata
Senna spectabilis (DC.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,spectabilis,(DC.) H.S.Irwin & Barneby,In,ILORA_Sp.Categorization.Metadata
Senna tora (L.) Roxb.,Magnoliopsida,Fabales,Fabaceae,Senna,tora,(L.) Roxb.,In,ILORA_Sp.Categorization.Metadata
Senna uniflora (Mill.) H.S.Irwin & Barneby,Magnoliopsida,Fabales,Fabaceae,Senna,uniflora,(Mill.) H.S.Irwin & Barneby,In,ILORA_Sp.Categorization.Metadata
Sesamum radiatum Schumach. & Thonn.,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,radiatum,Schumach. & Thonn.,In,ILORA_Sp.Categorization.Metadata
Sesbania bispinosa (Jacq.) W.Wight,Magnoliopsida,Fabales,Fabaceae,Sesbania,bispinosa,(Jacq.) W.Wight,N,ILORA_Sp.Categorization.Metadata
Sesbania cinerascens Baker,Magnoliopsida,Fabales,Fabaceae,Sesbania,cinerascens,Baker,CA,ILORA_Sp.Categorization.Metadata
Sesbania sesban (L.) Merr.,Magnoliopsida,Fabales,Fabaceae,Sesbania,sesban,(L.) Merr.,N,ILORA_Sp.Categorization.Metadata
Sesbania speciosa Taub.,Magnoliopsida,Fabales,Fabaceae,Sesbania,speciosa,Taub.,CA,ILORA_Sp.Categorization.Metadata
Sesuvium portulacastrum (L.) L.,Magnoliopsida,Caryophyllales,Aizoaceae,Sesuvium,portulacastrum,(L.) L.,N,ILORA_Sp.Categorization.Metadata
Setaria palmifolia (J.Koenig) Stapf,Liliopsida,Poales,Poaceae,Setaria,palmifolia,(J.Koenig) Stapf,N,ILORA_Sp.Categorization.Metadata
Setaria parviflora (Poir.) M.Kerguelen,Liliopsida,Poales,Poaceae,Setaria,parviflora,(Poir.) M.Kerguelen,Nt,ILORA_Sp.Categorization.Metadata
Setaria poiretiana (Schult.) Kunth,Liliopsida,Poales,Poaceae,Setaria,poiretiana,(Schult.) Kunth,CA,ILORA_Sp.Categorization.Metadata
Setaria sphacelata (Schumach.) Stapf & C.E.Hubb. ex Moss,Liliopsida,Poales,Poaceae,Setaria,sphacelata,(Schumach.) Stapf & C.E.Hubb. ex Moss,Nt,ILORA_Sp.Categorization.Metadata
Setaria verticillata (L.) P.Beauv.,Liliopsida,Poales,Poaceae,Setaria,verticillata,(L.) P.Beauv.,N,ILORA_Sp.Categorization.Metadata
Sida acuta Burm.f.,Magnoliopsida,Malvales,Malvaceae,Sida,acuta,Burm.f.,In,ILORA_Sp.Categorization.Metadata
Sida cordata (Burm.f.) Borss.Waalk.,Magnoliopsida,Malvales,Malvaceae,Sida,cordata,(Burm.f.) Borss.Waalk.,N,ILORA_Sp.Categorization.Metadata
Sida cordifolia L.,Magnoliopsida,Malvales,Malvaceae,Sida,cordifolia,L.,N,ILORA_Sp.Categorization.Metadata
Sida linifolia Juss. ex Cav.,Magnoliopsida,Malvales,Malvaceae,Sida,linifolia,Juss. ex Cav.,CA,ILORA_Sp.Categorization.Metadata
Sida rhombifolia L.,Magnoliopsida,Malvales,Malvaceae,Sida,rhombifolia,L.,N,ILORA_Sp.Categorization.Metadata
